"","gutenberg_id","text"
"550",30001,"  But if anyone brought to Scythia or Britain the globe"
"551",30001,"  (sphaeram) which our friend Posidonius [of Apameia, the"
"552",30001,"  Stoic philosopher] recently made, in which each revolution"
"553",30001,"  produced the same (movements) of the _sun_ and _moon_ and"
"554",30001,"  _five_ wandering stars as is produced in the sky each day"
"555",30001,"  and night, who would doubt that it was by exertion of"
"556",30001,"  reason?... Yet doubters ... think that Archimedes showed"
"557",30001,"  more knowledge in producing movements by revolutions of a"
"558",30001,"  globe than nature (does) in effecting them though the copy"
"559",30001,"  is so infinitely inferior to the original...."
"560",30001,""
"561",30001,"   _De natura deorum_, II, xxxiv-xxxv (88),"
"562",30001,"    Yonge's translation."
"563",30001,""
"564",30001,"In spite of the lack of sufficient technical details in any case, these"
"565",30001,"mechanized globe models, with or without geared planetary indicators"
"566",30001,"(which would make them highly complex machines), bear a striking"
"567",30001,"resemblance to the earliest Chinese device described by Chang Heng. One"
"568",30001,"must not reject the possibility that transmission from Greece or Rome"
"569",30001,"could have reached the East by the beginning of the 2nd century, A.D.,"
"570",30001,"when he was working. It is an interesting question, but even if such"
"571",30001,"contact actually occurred, very soon afterwards, as we shall see, the"
"572",30001,"western and eastern lines of evolution parted company and evolved so far"
"573",30001,"as can be seen, quite independently until at least the 12th century."
"574",30001,""
"575",30001,"The next Hellenistic source of which we must take note is a fragmentary"
"576",30001,"and almost unintelligible chapter in the works of Hero of Alexandria."
"577",30001,"Alone and unconnected with his other chapters this describes a model"
"578",30001,"which seems to be static, in direct contrast to all other devices which"
"579",30001,"move by pneumatic and hydrostatic pressures; it may well be conjectured"
"580",30001,"that in its original form this chapter described a mechanized rather"
"581",30001,"than a static globe:"
"582",30001,""
"583",30001,"  The World represented in the Centre of the Universe: The"
"584",30001,"  construction of a transparent globe containing air and"
"585",30001,"  liquid, and also of a smaller globe, in the centre, in"
"586",30001,"  imitation of the World. Two hemispheres of glass are made;"
"587",30001,"  one of them is covered with a plate of bronze, in the"
"588",30001,"  middle of which is a round hole. To fit this hole a light"
"589",30001,"  ball, of small size, is constructed, and thrown into the"
"590",30001,"  water contained in the other hemisphere: the covered"
"591",30001,"  hemisphere is next applied to this, and, a certain"
"592",30001,"  quantity of the liquid having been removed from the water,"
"593",30001,"  the intermediate space will contain the ball; thus by the"
"594",30001,"  application of the second hemisphere what was proposed is"
"595",30001,"  accomplished."
"596",30001,""
"597",30001,"    _Pneumatics_, XLVI, Woodcroft's translation."
"598",30001,""
"599",30001,"It will be noted that these earliest literary references are concerned"
"600",30001,"with pictorial, 3-dimensional models of the universe, moved perhaps by"
"601",30001,"hand, perhaps by waterpower; there is no evidence that they contained"
"602",30001,"complicated trains of gears, and in the absence of this we may incline"
"603",30001,"to the view that in at least the earliest such models, gearing was not"
"604",30001,"used."
"605",30001,""
"606",30001,"The next developments were concerned on the one hand with increasing the"
"607",30001,"mathematical sophistication of the model, on the other hand with its"
"608",30001,"mechanical complexity. In both cases we are most fortunate in having"
"609",30001,"archaeological evidence which far exceeds any literary sources."
"610",30001,""
"611",30001,"The mathematical process of mapping a sphere onto a plane surface by"
"612",30001,"stereographic projection was introduced by Hipparchus and had much"
"613",30001,"influence on astronomical techniques and instruments thereafter. In"
"614",30001,"particular, by the time of Ptolemy (_ca._ A.D. 120) it had led to the"
"615",30001,"successive inventions of the anaphoric clock and of the planispheric"
"616",30001,"astrolabe.[12] Both these devices consist of a pair of stereographic"
"617",30001,"projections, one of the celestial sphere with its stars and ecliptic and"
"618",30001,"tropics, the other of the lines of altitude and azimuth as set for an"
"619",30001,"observer in a place at some particular latitude."
"620",30001,""
"621",30001,"In the astrolabe, an openwork metal rete containing markings for the"
"622",30001,"stars, etc., may be rotated by hand over a disc on which the lines of"
"623",30001,"altitude and azimuth are inscribed. In the anaphoric clock a disc"
"624",30001,"engraved with the stars is rotated automatically behind a fixed grille"
"625",30001,"of wires marking lines of altitude and azimuth. Power for rotating the"
"626",30001,"disc is provided by a float rising in a clepsydra jar and connected, by"
"627",30001,"a rope or chain passing over a pulley to a counterweight or by a rack"
"628",30001,"and pinion, to an axle which supported the rotating disc and"
"629",30001,"communicated this motion to it.[13]"
"630",30001,""
"631",30001,"[Illustration: Figure 5. PLATE OF SALZBURG ANAPHORIC CLOCK, a"
"632",30001,"reconstruction (see footnote 14) based on a photograph of the remaining"
"633",30001,"fragment. (_Courtesy of Oxford University Press._)]"
"634",30001,""
"635",30001,"Parts of two such discs from anaphoric clocks have been found, one at"
"636",30001,"Salzburg[14] and one at Grand in the Vosges,[15] both of them dating"
"637",30001,"from the 2nd century A.D. Fortunately there is sufficient evidence to"
"638",30001,"reconstruct the Salzburg disc and show that it must have been originally"
"639",30001,"about 170 cm. in diameter, a heavy sheet of bronze to be turned by the"
"640",30001,"small power provided by a float, and a large and impressive device when"
"641",30001,"working (see fig. 5). Literary accounts of the anaphoric clock have been"
"642",30001,"analyzed by Drachmann; there is no evidence of the representation of"
"643",30001,"planets moved either by hand or by automatic gearing, only in the"
"644",30001,"important case of the sun was such a feature included of necessity. A"
"645",30001,"model ""sun"" on a pin could be plugged in to any one of 360 holes drilled"
"646",30001,"in at equal intervals along the band of the ecliptic. This pin could be"
"647",30001,"moved each day so that the anaphoric clock kept step with the seasonal"
"648",30001,"variation of the times of sunrise and sunset and the lengths of day and"
"649",30001,"night."
"650",30001,""
"651",30001,"The anaphoric clock is not only the origin of the astrolabe and of all"
"652",30001,"later planetary models, it is also the first clock dial, setting a"
"653",30001,"standard for ""clockwise"" rotation, and leaving its mark in the rotating"
"654",30001,"dial and stationary pointer found on the earliest time-keeping clocks"
"655",30001,"before the change was made to a fixed dial and moving hand."
"656",30001,""
"657",30001,"We come finally to a piece of archaeological evidence that surpasses all"
"658",30001,"else. Though badly preserved and little studied it might well be the"
"659",30001,"most important classical object ever found; entailing a complete"
"660",30001,"re-estimation of the technical prowess of the Hellenistic Greeks. In"
"661",30001,"1901 a sunken treasure ship was discovered lying off the island of"
"662",30001,"Antikythera, between Greece and Crete.[16] Many beautiful classical"
"663",30001,"works of statuary were recovered from it, and these are now amongst the"
"664",30001,"greatest treasures of the National Museum at Athens, Greece. Besides"
"665",30001,"these obviously desirable art relics, there came to the surface some"
"666",30001,"curious pieces of metal, accompanied by traces of what may have been a"
"667",30001,"wooden casing. Two thousand years under the sea had reduced the metal to"
"668",30001,"a mess of corroded fragments of plates, powdered verdigris, and still"
"669",30001,"recognizable pieces of gear wheels."
"670",30001,""
"671",30001,"If it were not for the established dates for other treasure from this"
"672",30001,"ship, especially the minor objects found, and for traces of inscriptions"
"673",30001,"on this metal device written in letters agreeing epigraphically with the"
"674",30001,"other objects, one would have little doubt in supposing that such a"
"675",30001,"complicated piece of machinery dated from the 18th century, at the"
"676",30001,"earliest. As it is, estimates agree on _ca._ 65 B.C. +-10 years, and we"
"677",30001,"can be sure that the machine is of Hellenistic origin, possibly from"
"678",30001,"Rhodes or Cos."
"679",30001,""
"680",30001,"[Illustration: Figure 6.--ANTIKYTHERA MACHINE, LARGEST FRAGMENT. (_Photo"
"681",30001,"courtesy of National Museum, Athens._)]"
"682",30001,""
"683",30001,"The inscriptions, only partly legible, lead one to believe that we are"
"684",30001,"dealing with an astronomical calculating mechanism of some sort. This is"
"685",30001,"born out by the mechanical construction evident on the fragments. The"
"686",30001,"largest one (fig. 6) contains a multiplicity of gearing involving an"
"687",30001,"annular gear working epicyclic gearing on a turntable, a crown wheel,"
"688",30001,"and at least four separate trains of smaller gears, as well as a"
"689",30001,"4-spoked driving wheel. One of the smaller fragments (fig. 7, bottom)"
"690",30001,"contains a series of movable rings which may have served to carry"
"691",30001,"movable scales on one of the three dials. The third fragment (fig. 7,"
"692",30001,"top) has a pair of rings carefully engraved and graduated in degrees of"
"693",30001,"the zodiac (this is, incidentally, the oldest engraved scale known, and"
"694",30001,"micrometric measurements on photographs have indicated a maximum"
"695",30001,"inaccuracy of about 1/2 deg. in the 45 deg. present)."
"696",30001,""
"697",30001,"[Illustration: Figure 7.--ANTIKYTHERA MACHINE, TWO SMALLER FRAGMENTS."
"698",30001,"(_Photo courtesy of National Museum, Athens._)]"
"699",30001,""
"700",30001,"Unfortunately, the very difficult task of cleaning the fragments is"
"701",30001,"slow, and no publication has yet given sufficient detail for an adequate"
"702",30001,"explanation of this object. One can only say that although the problems"
"703",30001,"of restoration and mechanical analysis are peculiarly great, this must"
"704",30001,"stand as the most important scientific artifact preserved from"
"705",30001,"antiquity."
"706",30001,""
"707",30001,"Some technical details can be gleaned however. The shape of the gear"
"708",30001,"teeth appears to be almost exactly equilateral triangles in all cases"
"709",30001,"(fig. 8), and square shanks may be seen at the centers of some of the"
"710",30001,"wheels. No wheel is quite complete enough for a count of gear teeth, but"
"711",30001,"a provisional reconstruction by Theophanidis (fig. 9) has shown that the"
"712",30001,"appearances are consistent with the theory that the purpose of the"
"713",30001,"gears was to provide the correct angular ratios to move the sun and"
"714",30001,"planets at their appropriate relative speeds."
"715",30001,""
"716",30001,"[Illustration: Figure 8.--ANTIKYTHERA MACHINE, DETAIL FROM FIGURE 6,"
"717",30001,"showing gearing. (_Photo courtesy of National Museum, Athens._)]"
"718",30001,""
"719",30001,"Thus, if the evidence of the Antikythera machine is to be taken at its"
"720",30001,"face value, we have, already in classical times, the use of astronomical"
"721",30001,"devices as complicated as any clock. In any case, the material supplied"
"722",30001,"by the works ascribed to Archimedes, Hero, and Vitruvius, and the more"
"723",30001,"certain evidence of the anaphoric clocks is sufficient to show that"
"724",30001,"there was a strong classical tradition of such machines, a tradition"
"725",30001,"that inspired, even if it did not directly influence, later developments"
"726",30001,"in Islam and Europe on the one side, and, just possibly, China on the"
"727",30001,"other."
"728",30001,""
"729",30001,"  _Note added in proof_:"
"730",30001,""
"731",30001,"  Since the above lines were written, I have been privileged"
"732",30001,"  to make a full examination of the fragments in the"
"733",30001,"  National Museum in Athens. As a result we can read much"
"734",30001,"  more inscription and make out many more details of the"
"735",30001,"  mechanism. The cleaning and disentangling of the fragments"
"736",30001,"  by the museum staff has proceeded to the stage where one"
"737",30001,"  can assert much more positively that the device was an"
"738",30001,"  astronomical computer for sidereal, solar, lunar, and"
"739",30001,"  possibly also planetary phenomena. (See my article in the"
"740",30001,"  _Scientific American_, June 1959, vol. 200, No. 6, pp."
"741",30001,"  60-67.) Relevant to the present study, it must also be"
"742",30001,"  noted at this point that the machine is now shown to be"
"743",30001,"  strongly related to the geared astrolabe of al-Biruni and"
"744",30001,"  thereby the Hellenistic, Islamic, and European"
"745",30001,"  developments are drawn together even more tightly."
"746",30001,""
"747",30001,"Let us now turn our attention to those civilizations which were"
"748",30001,"intermediaries, geographically and culturally, between Greece and"
"749",30001,"medieval Europe, and between both of these and China. From India there"
"750",30001,"are only two references, very closely related and appearing in the best"
"751",30001,"known astronomical texts in connection with descriptions of the"
"752",30001,"armillary sphere and celestial globe. These texts are both quite"
"753",30001,"garbled, but so far as one may understand them, it seems that the types"
"754",30001,"of spheres and globes mentioned are more akin to those current in China"
"755",30001,"than in the West. The relevant portions of text are as follows (italics"
"756",30001,"supplied):"
"757",30001,""
"758",30001,"  The circle of the horizon is midway of the sphere. As"
"759",30001,"  covered with a casing and as left uncovered, it is the"
"760",30001,"  sphere surrounded by Lok[=a]loka [the mountain range which"
"761",30001,"  formed the boundary of the universe in puranic geography]."
"762",30001,"  By the application of water is made ascertainment of the"
"763",30001,"  revolution of time. One may construct a sphere-instrument"
"764",30001,"  combined with quicksilver: this is a mystery; if plainly"
"765",30001,"  described, it would be generally intelligible in the"
"766",30001,"  world. Therefore let the supreme sphere be constructed"
"767",30001,"  according to the instruction of the preceptor [guru]. In"
"768",30001,"  each successive age this construction, having become lost,"
"769",30001,"  is, by the Sun's favour, again revealed to some one or"
"770",30001,"  other, at his pleasure. So also, one should construct"
"771",30001,"  instruments in order to ascertain time. When quite alone,"
"772",30001,"  one should apply quicksilver to the wonder-causing"
"773",30001,"  instrument. By the gnomon, staff, arc, wheel, instruments"
"774",30001,"  for taking the shadow of various kinds.... By"
"775",30001,"  water-instruments, the vessel, by the peacock, man,"
"776",30001,"  monkey, and by stringed sand-receptacles one may determine"
"777",30001,"  time accurately. Quicksilver-holes, water, and cords, and"
"778",30001,"  oil and water, mercury and sand are used in these: these"
"779",30001,"  applications, too, are difficult."
"780",30001,""
"781",30001,"   _S[=u]rya Siddh[=a]nta_, xiii, 15-22,"
"782",30001,"      E. Burgess' translation, New Haven, 1860."
"783",30001,""
"784",30001,"[Illustration: Figure 9.--ANTIKYTHERA MACHINE, PARTIAL RECONSTRUCTION"
"785",30001,"BY THEOPHANIDIS (see footnote 16).]"
"786",30001,""
"787",30001,"  A self-revolving instrument [or swayanvaha yantra]: Make a"
"788",30001,"  wheel of light wood and in its circumference put hollow"
"789",30001,"  spokes all having bores of the same diameter, and let them"
"790",30001,"  be placed at equal distances from each other; and let"
"791",30001,"  them also be placed at an angle verging somewhat from the"
"792",30001,"  perpendicular: then half fill these hollow spokes with"
"793",30001,"  mercury; the wheel thus filled will, when placed on an"
"794",30001,"  axis supported by two posts, revolve of itself."
"795",30001,""
"796",30001,"  Or scoop out a canal in the tire of the wheel and then"
"797",30001,"  plastering leaves of the T[.a]la tree over this canal with"
"798",30001,"  wax, fill one half of this canal with water and the other"
"799",30001,"  half with mercury, till the water begins to come out, and"
"800",30001,"  then cork up the orifice left open for filling the wheel."
"801",30001,"  The wheel will then revolve of itself, drawn around by the"
"802",30001,"  water."
"803",30001,""
"804",30001,"  Description of a syphon: Make up a tube of copper or other"
"805",30001,"  metal, and bend it in the form of an Ankus'a or elephant"
"806",30001,"  hook, fill it with water and stop up both ends. And then"
"807",30001,"  putting one end into a reservoir of water let the other"
"808",30001,"  end remain suspended outside. Now uncork both ends. The"
"809",30001,"  water of the reservoir will be wholly sucked up and fall"
"810",30001,"  outside."
"811",30001,""
"812",30001,"  Now attach to the rim of the before described"
"813",30001,"  self-revolving wheel a number of water-pots, and place the"
"814",30001,"  wheel and these pots like the water wheel so that the"
"815",30001,"  water from the lower end of the tube flowing into them on"
"816",30001,"  one side shall set the wheel in motion, impelled by the"
"817",30001,"  additional weight of the pots thus filled. The water"
"818",30001,"  discharge from the pots as they reach the bottom of the"
"819",30001,"  revolving wheel, should be drawn off into the reservoir"
"820",30001,"  before alluded to by means of a water-course or pipe."
"821",30001,""
"822",30001,"  The self-revolving machine [mentioned by _Lalla_, etc.]"
"823",30001,"  which has a tube with its lower end open is a vulgar"
"824",30001,"  machine on account of its being dependant, because that"
"825",30001,"  which manifests an ingenious and not a rustic contrivance"
"826",30001,"  is said to be a machine."
"827",30001,""
"828",30001,"  And moreover many self-revolving machines are to be met"
"829",30001,"  with, but their motion is procured by a trick. They are"
"830",30001,"  not connected with the subject under discussion. I have"
"831",30001,"  been induced to mention the construction of these, merely"
"832",30001,"  because they have been mentioned by former astronomers."
"833",30001,""
"834",30001,"   _Siddh[=a]nta Siroma[n.]i_, xi, 50-57, L. Wilkinson's"
"835",30001,"      translation, revised by B[.a]p[.u] deva S(h)[.a]stri,"
"836",30001,"      Calcutta, 1861."
"837",30001,""
"838",30001,"Before proceeding to an investigation of the content of these texts it"
"839",30001,"is of considerable importance to establish dates for them, though there"
"840",30001,"are many difficulties in establishing any chronology for Hindu"
"841",30001,"astronomy. The _S[=u]rya Siddh[=a]nta_ is known to date, in its original"
"842",30001,"form, from the early Middle Ages, _ca._ 500. The section in question is"
"843",30001,"however quite evidently an interpolation from a later recension, most"
"844",30001,"probably that which established the complete text as it now stands; it"
"845",30001,"has been variously dated as _ca._ 1000 to _ca._ 1150 A.D. The date of"
"846",30001,"the _Siddh[=a]nta Siroma[n.]i_ is more certain for we know it was"
"847",30001,"written in about 1150 by Bh[=a]skara (born 1114). Thus both these"
"848",30001,"passages must have been written within a century of the great clock-tower"
"849",30001,"made by Su Sung. The technical details will lead us to suppose there is"
"850",30001,"more than a temporal connection."
"851",30001,""
"852",30001,"We have already noted that the armillary spheres and celestial globes"
"853",30001,"described just before these extracts are more similar in design to"
"854",30001,"Chinese than to Ptolemaic practice. The mention of mercury and of sand"
"855",30001,"as alternatives to water for the clock's fluid is another feature very"
"856",30001,"prevalent in Chinese but absent in the Greek texts. Both texts seem"
"857",30001,"conscious of the complexity of these devices and there is a hint (it is"
"858",30001,"lost and revealed) that the story has been transmitted, only half"
"859",30001,"understood, from another age or culture. It should also be noted that"
"860",30001,"the mentions of cords and strings rather than gears, and the use of"
"861",30001,"spheres rather than planispheres would suggest we are dealing with"
"862",30001,"devices similar to the earliest Greek models rather than the later"
"863",30001,"devices, or with the Chinese practice."
"864",30001,""
"865",30001,"A quite new and important note is injected by the passage from the"
"866",30001,"Bh[=a]skara text. Obviously intrusive in this astronomical text we have"
"867",30001,"the description of two ""perpetual motion wheels"" together with a third,"
"868",30001,"castigated by the author, which helps its perpetuity by letting water"
"869",30001,"flow from a reservoir by means of a syphon and drop into pots around the"
"870",30001,"circumference of the wheel. These seem to be the basis also, in the"
"871",30001,"extract from the _S[=u]rya Siddh[=a]nta_, of the ""wonder-causing"
"872",30001,"instrument"" to which mercury must be applied."
"873",30001,""
"874",30001,"In the next sections we shall show that this idea of a perpetual motion"
"875",30001,"device occurs again in conjunction with astronomical models in Islam and"
"876",30001,"shortly afterwards in medieval Europe. At each occurrence, as here,"
"877",30001,"there are echoes of other cultures. In addition to those already"
"878",30001,"mentioned we find the otherwise mysterious ""peacock, man and monkey,"""
"879",30001,"cited as parts of the jackwork of astronomical clocks of Islam,"
"880",30001,"associated with the weight drive so essential to the later horology in"
"881",30001,"Europe."
"882",30001,""
"883",30001,"We have already seen that in classical times there were already two"
"884",30001,"different types of protoclocks; one, which may be termed"
"885",30001,"""nonmathematical,"" designed only to give a visual aid in the conception"
"886",30001,"of the cosmos, the other, which may be termed ""mathematical"" in which"
"887",30001,"stereographic projection or gearing was employed to make the device a"
"888",30001,"quantitative rather than qualitative representation. These two lines"
"889",30001,"occur again in the Islamic culture area."
"890",30001,""
"891",30001,"Nonmathematical protoclocks which are scarcely removed from the"
"892",30001,"classical forms appear continuously through the Byzantine era and in"
"893",30001,"Islam as soon as it recovered from the first shocks of its formation."
"894",30001,"Procopius (died _ca._ 535) describes a monumental water clock which was"
"895",30001,"erected in Gaza _ca._ 500.[17] It contained impressive jackwork, such as"
"896",30001,"a Medusa head which rolled its eyes every hour on the hour, exhibiting"
"897",30001,"the time through lighted apertures and showing mythological"
"898",30001,"interpretations of the cosmos. All these effects were produced by"
"899",30001,"Heronic techniques, using hydraulic power and puppets moved by strings,"
"900",30001,"rather than with gearing."
"901",30001,""
"902",30001,"Again in 807 a similarly marvelous exhibition clock made of bronze was"
"903",30001,"sent by Harun-al-Rashid to the Emperor Charlemagne; it seems to have"
"904",30001,"been of the same type, with automata and hydraulic works. For the"
"905",30001,"succeeding few centuries, Islam was in its Golden Age of development of"
"906",30001,"technical astronomy (_ca._ 950-1150) and attention may have been"
"907",30001,"concentrated on the more mathematical protoclocks. Towards the end of"
"908",30001,"the 12th century, however, there was a revival of the old tradition,"
"909",30001,"mainly at the court of the Emperor Saladin (1146-1173) when a great"
"910",30001,"automaton water clock, more magnificent than any hitherto, was erected"
"911",30001,"in Damascus. It was rebuilt, after 1168, by Mu[h.]ammad b. 'Al[=i] b."
"912",30001,"Rustum, and repaired and improved by his son, Fakhr ad-d[=i]n"
"913",30001,"Ri[d.]w[=a]n b. Mu[h.]ammad,[18] who is most important as the author of"
"914",30001,"a book which describes in considerable technical detail the construction"
"915",30001,"of this and other protoclocks. Closely associated with his book one also"
"916",30001,"finds texts dealing with perpetual-motion devices, which we shall"
"917",30001,"consider later."
"918",30001,""
"919",30001,"During the century following this horological exuberance in Damascus,"
"920",30001,"the center of gravity of Islamic astronomy shifted from the East to the"
"921",30001,"Hispano-Moorish West. At the same time there comes more evidence that"
"922",30001,"the line of mathematical protoclocks had not been left unattended. This"
"923",30001,"is suggested by a description given by Trithemius of another royal gift"
"924",30001,"from East to West which seems to have been different from the automata"
"925",30001,"and hydraulic devices of the tradition from Procopius to"
"926",30001," Ri[d.]w[=a]n:[19]"
"927",30001,""
"928",30001,"  In the same year [1232] the Saladin of Egypt sent by his"
"929",30001,"  ambassadors as a gift to the emperor Frederic a valuable"
"930",30001,"  machine of wonderful construction worth more than five"
"931",30001,"  thousand ducats. For it appeared to resemble internally a"
"932",30001,"  celestial globe in which figures of the sun, moon, and"
"933",30001,"  other planets formed with the greatest skill moved, being"
"934",30001,"  impelled by weights and wheels, so that performing their"
"935",30001,"  course in certain and fixed intervals they pointed out the"
"936",30001,"  hour night and day with infallible certainty; also the"
"937",30001,"  twelve signs of the zodiac with certain appropriate"
"938",30001,"  characters, moved with the firmament, contained within"
"939",30001,"  themselves the course of the planets."
"940",30001,""
"941",30001,"[Illustration: Figure 10.--CALENDRICAL GEARING DESIGNED BY AL-BIRUNI,"
"942",30001,"_ca._ A.D. 1000. The gear train count is 40-10+7-59+19-59+24-48. The"
"943",30001,"gear of 48 therefore makes 19 (annual) rotations while that of 19-59"
"944",30001,"shows 118 double lunations of 29+30=59 days. The gear of 40 shows a"
"945",30001,"(lunar) rotation in exactly 28 days, and the center pinions 7+10 rotate"
"946",30001,"in exactly one week. After Wiedemann (see footnote 20).]"
"947",30001,""
"948",30001,"The phrase ""resembled internally"" is of especial interest in this"
"949",30001,"passage; it may perhaps arise as a mistranslation of the technical term"
"950",30001,"for stereographic projection of the sphere, and if so the device might"
"951",30001,"have been an anaphoric clock or some other astrolabic device."
"952",30001,""
"953",30001,"This is made more probable by the existence of a specifically Islamic"
"954",30001,"concentration on the astrolabe, and on its planetary companion"
"955",30001,"instrument, the equatorium, as devices for mechanizing computation by"
"956",30001,"use of geometrical analogues. The ordinary planispheric astrolabe, of"
"957",30001,"course, was known in Islam from its first days until almost the present"
"958",30001,"time. From the time of al-Biruni (_ca._ 1000)--significantly, perhaps,"
"959",30001,"he is well known for his travel account of India--there is remarkable"
"960",30001,"innovation."
"961",30001,""
"962",30001,"Most cogent to our purpose is a text, described for the first time by"
"963",30001,"Wiedemann,[20] in which al-Biruni explains how a special train of"
"964",30001,"gearing may be used to show the revolutions of the sun and moon at their"
"965",30001,"relative rates and to demonstrate the changing phase of the moon,"
"966",30001,"features of fundamental importance in the Islamic (lunar) calendrical"
"967",30001,"system. This device necessarily uses gear wheels with an odd number of"
"968",30001,"teeth (_e.g._, 7, 19, 59) as dictated by the astronomical constants"
"969",30001,"involved (see fig. 10). The teeth are shaped like equilateral triangles"
"970",30001,"and square shanks are used, exactly as with the Antikythera machine."
"971",30001,"Horse-headed wedges are used for fixing; a tradition borrowed from the"
"972",30001,"horse-shaped _Far[=a]s_ used to fasten the traditional astrolabe. Of"
"973",30001,"special interest for us is the lunar phase diagram, which is just the"
"974",30001,"same in form and structure as the lunar volvelle that occurs later in"
"975",30001,"horology and is still so commonly found today, especially as a"
"976",30001,"decoration for the dial of grandfather clocks."
"977",30001,""
"978",30001,"[Illustration: Figure 11.--GEARED ASTROLABE BY MU[H.]AMMAD B. AB[=I] BAKR"
"979",30001,"OF ISFAHAN, A.D. 1221-1222. (_Photo courtesy of Science Museum,"
"980",30001,"London._)]"
"981",30001,""
"982",30001,"Biruni's calendrical machine is the earliest complicated geared device"
"983",30001,"on record and it is therefore all the more significant that it carries a"
"984",30001,"feature found in later clocks. From the manuscript description alone one"
"985",30001,"could not tell whether it was designed for automatic action or merely to"
"986",30001,"be turned by hand. Fortunately this point is made clear by the most"
"987",30001,"happy survival of an intact specimen of this very device, without doubt"
"988",30001,"the oldest geared machine in existence in a complete state."
"989",30001,""
"990",30001,"[Illustration: Figure 12.--GEARING FROM ASTROLABE SHOWN IN FIGURE 11."
"991",30001,"The gear train count is as follows: 48-13+8-64+64-64+10-60. The pinion"
"992",30001,"of 8 has been incorrectly replaced by a more modern pinion of 10. The"
"993",30001,"gear of 48 should make 13 (lunar) rotations while the double gear of"
"994",30001,"64+64 makes 6 revolutions of double months (of 29-30 days) and the gear"
"995",30001,"of 60 makes a single turn in the hegiral year of 354 days. (_Photo"
"996",30001,"courtesy of Science Museum, London._)]"
"997",30001,""
"998",30001,"This landmark in the history of science and technology is now preserved"
"999",30001,"at the Museum of the History of Science, Oxford, England.[21] It is an"
"1000",30001,"astrolabe, dated 1221-22 and signed by the maker, Mu[h.]ammad b. Ab[=i]"
"1001",30001,"Bakr (died 1231-32) of Isfahan, Persia (see figs. 11 and 12). The very"
"1002",30001,"close resemblance to the design of Biruni is quite apparent, though the"
"1003",30001,"gearing has been simplified very cleverly so that only one wheel has an"
"1004",30001,"odd number of teeth (13), the rest being much easier to mark out"
"1005",30001,"geometrically (_e.g._, 10, 48, 60, and 64 teeth). The lunar phase"
"1006",30001,"volvelle can be seen through the circular opening at the back of the"
"1007",30001,"astrolabe. It is quite certain that no automatic action is intended;"
"1008",30001,"when the central pivot is turned, by hand, probably by using the"
"1009",30001,"astrolabe rete as a ""handle,"" the calendrical circles and the lunar"
"1010",30001,"phase are moved accordingly. Using one turn for a day would be too slow"
"1011",30001,"for useful re-setting of the instrument, in practice a turn corresponds"
"1012",30001,"more nearly to an interval of one week."
"1013",30001,""
"1014",30001,"[Illustration: Figure 13.--ASTROLABE CLOCK, REGULATED BY A MERCURY DRUM,"
"1015",30001,"from the Alfonsine _Libros del saber_ (see footnote 22).]"
"1016",30001,""
"1017",30001,"In addition to this geared development of the astrolabe, the same period"
"1018",30001,"in Islam brought forth a new device, the equatorium, a mechanical model"
"1019",30001,"designed to simulate the geometrical constructions used for finding the"
"1020",30001,"positions of the planets in Ptolemaic astronomy. The method may have"
"1021",30001,"originated already in classical times, a simple device being described"
"1022",30001,"by Proclus Diadochus (_ca._ 450), but the first general, though crude,"
"1023",30001,"planetary equatorium seems to have been described by Abulcacim Abnacahm"
"1024",30001,"(_ca._ 1025) in Granada; it has been handed down to us in the archaic"
"1025",30001,"Castilian of the Alfonsine _Libros del saber_.[22] The sections of this"
"1026",30001,"book, dealing with the _Laminas de las VII Planetas_, describe not only"
"1027",30001,"this instrument but also the improved modification introduced by"
"1028",30001,"Azarchiel (born _ca._ 1029, died _ca._ 1087)."
"1029",30001,""
"1030",30001,"No Islamic examples of the equatorium have survived, but from this"
"1031",30001,"period onward, there appears to have been a long and active tradition of"
"1032",30001,"them, and ultimately they were transmitted to the West, along with the"
"1033",30001,"rest of the Alfonsine corpus. More important for our argument is that"
"1034",30001,"they were the basis for the mechanized astronomical models of Richard of"
"1035",30001,"Wallingford (_ca._ 1320) and probably others, and for the already"
"1036",30001,"mentioned great astronomical clock of de Dondi. In fact, the complicated"
"1037",30001,"gearwork and dials of de Dondi's clock constitute a series of equatoria,"
"1038",30001,"mechanized in just the same way as the calendrical device described by"
"1039",30001,"Biruni."
"1040",30001,""
"1041",30001,"It is evident that we are coming nearer now to the beginning of the true"
"1042",30001,"mechanical clock, and our last step, also from the Alfonsine corpus of"
"1043",30001,"western Islam, provides us with an important link between the anaphoric"
"1044",30001,"clock, the weight drive, and a most curious perpetual-motion device, the"
"1045",30001,"mercury wheel, used as an escapement or regulator. The Alfonsine book on"
"1046",30001,"clocks contains descriptions of five devices in all, four of them being"
"1047",30001,"due to Isaac b. Sid (two sundials, an automaton water-clock and the"
"1048",30001,"present mercury clock) and one to Samuel ha-Levi Adulafia (a candle"
"1049",30001,"clock)--they were probably composed just before _ca._ 1276-77."
"1050",30001,""
"1051",30001,"[Illustration: Figure 14.--ISLAMIC PERPETUAL MOTION WHEEL, after"
"1052",30001,"manuscript cited by Schmeller (see footnote 26).]"
"1053",30001,""
"1054",30001,"The mercury clock of Isaac b. Sid consists of an astrolabe dial, rotated"
